,itemname,tag
91449,Le Thon Grilled Sandwich,Sandwiches
91450,Le Pepperoni Panini,Sandwiches
91451,Le Pork Panini,Sandwiches
91459,Vanilla Choux,Desserts
91460,Creme Brulee Cheese Cake Slice,Desserts
91461,Simply Chocolate,Desserts
91462,Blueberry Cheese Cake,Desserts
91463,Brownie Cheese Cake,Desserts
91464,Raspberry Cheese Cake,Desserts
91466,Eclair - Chocolate,Desserts
91475,Croissant,Bread
91476,Mini Croissant,Desserts
91478,Mini Chocolate Croissant,Desserts
91479,Almond Chocolate Croissant,Desserts
91482,Mini Almond Croissants,Desserts
91485,Cappuccino - Pickup Only,Coffee
91487,Ice Black Coffee,Coffee
91488,Ginger - Ice,Tea
91492,Lime Straight,Fruit Juice
91495,Menthe Refresher,Fruit Juice
91496,Pineapple Crush,Fruit Juice
91497,Fruit Trio,Fruit Juice
91498,Lime Ice Cream Soda,Soft Drinks
91499,Blueberry Lemonade,Fruit Juice
91501,Virgin Passion Mojito,Soft Drinks
91506,Strawberry Mikshake,Shakes
91507,Chocolate Mikshake,Shakes
91511,Tomato Mustard Quiche,Short eats
91512,Lorraine Quiche,Short eats
91513,Creamy Chicken Danish,Short eats
91516,Lemon Muffin,Desserts
91517,Hazelnut Brownie,Desserts
93082,Rice & Curry Omlette,Rice
95185,Premium Single Pack - Chicken,Biriyani
95186,Premium Single Pack - Prawn,Biriyani
95187,Premium Single Pack - Beef,Biriyani
95188,Premium Single Pack - Mutton,Biriyani
95189,Premium Single Pack - Egg,Rice
95190,Premium Single Pack - Vegetarian,Biriyani
95191,Premium Large Pack - Chicken (For 2 People),Biriyani
95192,Premium Large Pack - Prawn (For 2 People),Biriyani
95193,Premium Large Pack - Beef (For 2 People),Biriyani
95194,Premium Large Pack - Egg (For 2 People),Rice
95195,Premium Large Pack - Vegetarian (For 2 People),Biriyani
95196,Executive Pack - Chicken,Biriyani
95197,Executive Pack - Egg,Rice
95434,Bacon Fried Rice - Special,Rice
95436,Fish Fried Rice - Special,Rice
95437,Mixed Fried Rice - Special,Rice
95438,Pork Fried Rice - Special,Rice
95439,Seafood Fried Rice - Special,Seafood
95440,Sausage Fried Rice - Special,Rice
95447,Mongolian Rice - Bacon,Stir Fry
95449,Mongolian Rice - Prawns,Rice
95450,Mongolian Rice - Pork,Rice
95455,Garlic Fried Rice Bacon,Rice
95466,Chili Fried Rice Chicken,Rice
95467,Chili Fried Rice Egg,Rice
95468,Chili Fried Rice Mixed,Rice
95469,Chili Fried Rice Pork,Rice
95470,Chili Fried Rice Sausage,Rice
95471,Chili Fried Rice Seafood,Seafood
95472,Chili Fried Rice Vegetable,Rice
95485,Seafood Fried Rice - Special,Rice
95490,Chicken 66 (250g),Bites
95520,Sausage Kottu,Kottu
95925,Cheese Mix Kottu,Kottu
95927,Palandi Beef Kottu,Kottu
95928,Palandi Mix Kottu,Kottu
95932,Mix Masala Kottu,Kottu
95933,Chicken Mini Kottu,Kottu
95943,Layered Paratha with Gravy (4),Roti
95946,Chicken Paratha Role,Roti
95947,Beef Paratha Role,Roti
95948,Paratha with Gravy (4),Roti
95950,Cheese Paratha,Roti
95979,Cheese Chicken Macaroni,Pasta
95982,Cheese Beef Macaroni,Pasta
95983,Cheese Mix Macaroni,Pasta
96052,Chicken Chop Suey,Stir Fry
96053,Mix Chop Suey,Stir Fry
96054,Seafood Chop Suey,Seafood
96055,Fish Chop Suey,Stir Fry
96056,Egg Chop Suey,Stir Fry
96075,Chicken With Egg Bun,Short eats
96076,Beef With Egg Bun,Short eats
96151,Mix Devilled,Stir Fry
96153,Seafood Devilled,Seafood
96396,Prawns Thel Dala,Stir Fry
96399,Brinjal Moju,Stir Fry
96406,Yellow Rice Only Portion,Rice
98792,Chili Fish With Cashew Nuts,Stir Fry
98802,Chili Chicken With Cashew Nuts,Stir Fry
98812,Crispy Chicken Bites (15pcs),Bites
98919,Garlic Kankun,Bites
98953,Fried Chicken with Garlic,Bites
98960,Pepper beef,Bites
98964,Fried Beef with Garlic,Bites
98987,Chicken Fried Rice Or Noodles,Noodles
99130,Spicy Chicken with Mushrooms,Bites
99137,Stewed Chicken,Bites
99141,Spicy Pork with Mushrooms,Bites
99148,Stewed Pork,Bites
99149,Fried Pork with Garlic,Bites
99155,Spicy Beef with Mushrooms,Bites
99163,Vegetable Fried Rice Or Noodles,Rice
99165,Chicken Fried Rice Or Noodles,Rice
99167,Mixed Fried Rice Or Noodles,Noodles
99168,Seafood Fried Rice Or Noodles,Noodles
99323,Le Colombo Sandwich,Sandwiches
99324,Le Baguette Club Sandwich,Sandwiches
99325,La Nicoise Salad,Salad
99335,La Poulette Salad,Salad
100637,Cheese & Ham Sandwich,Sandwiches
100639,Cheesy Omelette with Pan Toasted Bread,Bread
101880,Sherbet (Rose),Ice Cream
101885,Bread with Omelette,Bread
102337,(2) Eggs Omelette with Pan Toasted Bread,Bread
102338,"Chicken Ham, Chicken Bacon & Cheese Sandwich",Sandwiches
102340,Fried Egg with Chicken Bacon Sandwich,Sandwiches
103902,Roast Chicken Dum Biriyani,Bites
103903,Deviled Chicken Dum Biriyani,Bites
103905,Beef Dum Biriyani,Biriyani
104315,Sprinkles Fudge Brownie (2 Pcs),Desserts
105198,Simply Salmon (12 Pcs),Sushi
106079,Chicken Large Shawarma,Shawarma
106080,Large Beef Shawarma,Shawarma
106081,Dubai Style Chicken Shawarma,Shawarma
106082,Dubai Style Beef Shawarma,Shawarma
106083,Al Bite Mix Shawarma,Shawarma
106084,Mexican Spicy Chicken Shawarma,Shawarma
106085,Mexican Spicy Beef Shawarma,Shawarma
106086,Al Bite Shawarma Platter (Chicken),Shawarma
106532,Loaded Fries,Bites
106538,Kiwi Iced Tea,Tea
106642,Executive Pack Cuttlefish & Beef,Rice
107297,Sweet & Sour Soup (Pork & Prawn),Soup
107301,Randoli Special Soup,Soup
107306,Prawn Spring Rolls (6 Nos),Short eats
107307,Vegetable Spring Rolls (6 Nos),Short eats
107347,Thalapath Stew,Curry
107348,Thai Style Fish,Stir Fry
107351,Fried Fish with Vegetable,Stir Fry
107356,Fried Chicken with Cashew Nut & Chilli,Stir Fry
107359,Sizzling Chicken,Bites
107366,Thai Style Devilled Chicken,Stir Fry
107369,Fried Beef,Stir Fry
107372,Kankun with Beef,Stir Fry
107373,Thai Style Beef Curry,Curry
107374,Beef in Tomato,Stir Fry
107375,Fried Beef with Cashew Nuts & Mushroom,Stir Fry
107377,Beef with Cashew Nuts,Stir Fry
107379,Pepper Style Beef,Stir Fry
107383,Randoli Special Pork (Soya Pork),Stir Fry
107387,Pork in Hot Garlic Sauce,Stir Fry
107390,Fried Pork in Garlic Sauce,Stir Fry
107391,Fried Pork in Soya Bean Sauce,Stir Fry
107392,Kankun with Pork,Stir Fry
107394,Sliced Pork in Hot Sauce,Stir Fry
107400,Buttered Fried Cuttlefish,Bites
107401,Randoli Special Fried Cuttlefish,Stir Fry
107403,Pepper Style Cuttlefish,Stir Fry
107408,Special Fried Prawns,Stir Fry
107409,Randoli Special Prawns,Stir Fry
107412,Fried Prawns with Thai Chilli Sauce,Stir Fry
107413,Kankun with Prawns,Stir Fry
107414,Fried Prawns with Cucumber & Mushroom,Stir Fry
107415,Battered Fried Handella,Bites
107417,Fried Handella,Bites
107431,Devilled Kankun,Stir Fry
107434,Fried Garlic Kankun,Stir Fry
107435,Cucumber Salad Plate,Salad
107436,Battered Fried Mushroom,Bites
110058,Spicy Thai Rice,Rice
110128,Vege Kottu,Kottu
110137,Biriyani - Chicken,Biriyani
110149,Cuttlefish Cheese Kottu,Kottu
110156,Chicken Small Sub,Submarine
110157,Chicken Large Sub,Submarine
110159,Crispy Chicken Sub,Submarine
110160,Beef Large Sub,Submarine
110161,Chicken Hotdog,Fast Food
110891,Chocolate Gateau,Desserts
110910,Mozza Ball,Pasta
113424,Seafood Fried Rice Or Noodles,Rice
113664,Deviled Chicken Hot Bun,Short eats
113665,Deviled Chicken Hot Bun with Cheese,Short eats
113670,Drumstick Burger,Short eats
113692,Wood Apple Juice with ice cream,Fruit Juice
113701,Strawberry Milkshake,Fruit Juice
113713,Papaya Lassi,Fruit Juice
113715,Avacado with Dates,Fruit Juice
113716,Banana with Dates,Shakes
113717,Mix Fruit with Dates,Fruit Juice
113718,Anoda with Dates,Fruit Juice
113761,Soan Papdi - Cardamom 250g,Indian Sweets
113762,Soan Papdi - Coconut 250g,Indian Sweets
113763,Soan Papdi - Orange 250g,Indian Sweets
113764,Soan Papdi - Chocolate 250g,Indian Sweets
113765,soan papdi - bikaji 200g,Indian Sweets
113776,Saffron (Gungumappoo) 1g Original Iran,Condiments
115026,French Baguette (Brown),Bread
115027,Farmers Loaf (350 gm),Bread
115028,Multi Grain Low GI (350 gm),Bread
115049,Nougat Crunch (Large),Cakes
115051,Blueberry Cheese Cake (Large),Cakes
115052,Red Velvet Cake (Large),Cakes
115053,Lemon Roll (Small),Cakes
115057,Egg & Seeni Sambol Bun (2 Pack),Short eats
115059,Vegetable Samosa (2 Pack),Street Food
115068,Blueberry Cheese Cake Slice,Cakes
115069,Passion Fruit & Cheese Tart Slice,Cakes
115083,Pineapple Gateaux (Large),Desserts
115090,Vegetable Lamprais,Short eats
115106,Chocolate Fudge (Large),Desserts
115112,Chocolate Delight (Large),Desserts
115118,Fish Bun (2 Pack),Short eats
115120,Pineapple Gateaux Slice,Desserts
115123,Chocolate Delight Slice,Desserts
115170,Blueberry Cheese Cake (Large),Desserts
115186,Godamba Rotti (3 Pack),Roti
115187,Egg Godamba (2 Pack),Roti
115190,Blueberry Cheese Cake Slice,Desserts
115218,Sandwich Bread Sliced (Large),Bread
115227,Vegetable Roll (2 Pack),Shakes
115241,Nougat Crunch (Large),Ice Cream
115246,Passion Fruit & Cheese Tart 1Kg,Desserts
115247,Chocolate Surprise 1Kg,Desserts
115259,Kottu Rotti Chicken,Kottu
115260,Kottu Rotti Vegetable,Kottu
115263,Mongolain Rice Vegetable,Rice
115266,Chicken  Curry,Curry
115273,String Hopper Kottu Chicken,Kottu
115274,String Hopper Kottu Vegetable,Kottu
115291,Vegetable Yellow Rice,Short eats
115321,Chicken Pastry (2 Pack),Short eats
115388,Fresh Fish Pastry (2 Pack),Short eats
115542,Chicken Rice & Curry,Short eats
116007,French Fries Small,Fast Food
116008,French Fries Large,Fast Food
116024,Spicy Chicken Bun,Short eats
116025,Special Chicken Bun,Short eats
116029,BBQ Chicken Bun,Short eats
116490,Triple Crispy Chicken Burger,Burger
116493,Small Crispy Sub,Submarine
119071,Cassava Chips - 1 Litre Tubs,Bites
120238,Spicy Chicken Wings,Bites
120240,Chicken Satay,Bites
120271,Vintage Aglio-Olio,Pasta
120272,Beef Bolognese Ragu,Pasta
120301,Roast Beef,Sandwiches
120302,Vegetarian,Wrap
120303,Pulled Pork & Cheese,Sandwiches
120304,Crispy Chicken with spicy chilli Salsa,Bites
120305,Roast Beef with cheese,Sandwiches
120322,Baked Crab,Bites
120324,Baked Fish Pie,Bites
120327,Mash Potato,Condiments
120330,Garlic Cheese Toast,Bread
120331,Chilli Cheese Fries,Fast Food
121134,Rice & Curry Prawns,Rice
121139,Yellow Rice Chicken,Rice
121140,Yellow Rice Fish,Rice
121141,Yellow Rice Beef,Rice
121142,Yellow Rice Black Pork Curry,Rice
121144,Lampraise Chicken,Rice
121145,Lampraise Fish,Rice
121146,Mixed Meat Lamprais,Rice
121147,Pork lampraise,Rice
121148,Chicken Lamprais - RB Special,Rice
121149,Mix Meat Lamprais,Rice
121150,Pork Lamprais,Rice
121152,Chicken Roast Paan - RB Dinner Special,Bread
121153,Beef & Roast Paan - RB Dinner Special,Bread
121154,Prawns & Roast Paan - RB Dinner Special,Bread
121155,Fish & Roast Paan - RB Dinner Special,Bread
121156,Pork & Roast Paan - RB Dinner Special,Bread
121157,Dhal Curry & Roast Paan - RB Dinner Special,Bread
121637,Soggy Noodles (With Chicken),Noodles
121645,Sweet & Sour Chicken,Curry
121662,Mixed Sea Food Devilled,Stir Fry
121663,Mixed Devilled,Stir Fry
121667,Sweet & Sour Fish,Curry
121673,Sweet & Sour Prawns,Curry
121684,Omelette with Cheese,Bites
121685,Omelette with Shredded Chicken,Bites
121723,Fish Curry (Chilly),Curry
121724,Fish Curry (Kiri Malu),Curry
121752,Spicy Rice,Rice
121782,Grilled Beef Cubes Chinese Noodles,Noodles
121784,Grilled Chicken Cubes Chinese Noodles,Noodles
121785,Grilled Chicken Leg Chinese Noodles,Noodles
121788,Fried Chicken Lollipops Chinese Noodles,Noodles
121793,Mixed Vegetable Cutlet Chinese Noodles,Noodles
121799,Grilled Beef Cubes Mongolian Rice,Rice
121800,Grilled Mutton Cubes Mongolian Rice,Kottu
121822,Grilled Beef Cubes Kottu Roti,Kottu
121824,Grilled Beef Sirloin Steak Kottu Roti,Kottu
121830,Grilled Chicken Leg Kottu Roti,Kottu
121832,Grilled Chicken Steak Kottu Roti,Kottu
121834,Grilled Chicken Sausages Kottu Roti,Kottu
121836,Crumb Fried Chicken Cubes Kottu Roti,Kottu
121840,Mixed Vegetable Cutlet Kottu Roti,Kottu
121925,Walnut Chocolate Brownie,Desserts
122096,Ribbon Cake 1kg,Cakes
122097,Chocolate Cake 1kg,Cakes
122099,Coffee Cake 1kg,Cakes
122100,Fudge Cake 1kg,Cakes
122101,Mud Cake 1kg,Cakes
122113,Devil Chocolate Mousse,Desserts
122114,Black Forest Gateaux,Cakes
122115,Chocolate Mousse Cake,Cakes
122117,Strawberry Cold Cheese Cake,Cakes
122118,Blueberry Cold Cheese Cake,Cakes
122119,Pineapple Gateaux,Cakes
122123,Chocolate Mud Cup Cake,Cakes
122125,Chocolate Mousse Cup,Desserts
122127,Strawberry Cold Cheese Cup,Cakes
122129,Milk Toffee Packet,Desserts
122130,Thala Packet,Desserts
122314,Vanilla Cake 1Kg,Cakes
122703,Meat Crazy Rice,Rice
122704,Meat Crazy Noodles,Noodles
122708,Ammo Pork,Curry
123091,Burger Dragon (Makara ) Hot Butter Cuttlefish,Bites
123292,Chicken lasagna,Pasta
123334,Cheese Toast,Sandwiches
123349,Crab with Sweet Corn Soup,Soup
123352,Thai Tom Yum Soup,Soup
123357,Battered Vegetable,Bites
123358,Garlic Kangkung,Stir Fry
123365,Garlic Beans,Bites
123380,Fish with Cashew Nut in Oyster Sauce,Stir Fry
123381,Fried Handalla,Bites
123383,Beer Battered Fish & Chips,Fast Food
123387,Manchurian Cuttlefish,Bites
123388,Salt & Pepper Cuttlefish,Bites
123391,Szechuan Style Crispy Beef,Bites
123392,Sizzling Beef in Spicy Black Bean Sauce,Bites
123402,Salt & Pepper Prawns,Bites
123403,Thai Style Steamed Prawns,Stir Fry
123406,Indonesian Style Prawn Curry,Curry
123407,Garlic Butter Prawns,Stir Fry
123412,Lemon Prawns,Stir Fry
123415,Prawns with Black Fungus in Oyster Sauce,Stir Fry
123419,Chicken with Cashew Nuts in Oyster Sauce,Stir Fry
123424,Black Bean Chicken,Stir Fry
123438,Sizzling Pork in Spicy Black Bean Sauce,Bites
123439,Thai Red Pork Curry,Curry
123471,Mixed Meat Fried Rice,Rice
123482,Mixed Meat Chopsuey Rice,Rice
123494,Chapathi & Dhal Curry,Roti
123503,Crab Spaghetti,Pasta
123505,Creamy Vegetable Pasta,Pasta
123507,Executive Pack Egg,Rice
123508,Executive Pack Pork,Rice
123530,Executive Pack Beef,Rice
123531,Executive Pack Chicken,Rice
123532,Executive Pack Cuttlefish,Rice
123533,Executive Pack Fish,Rice
123534,Executive Pack Kung Pao Chicken,Rice
123536,Executive Pack Vegetable,Rice
123537,Executive Pack Chicken & Beef,Rice
123538,Executive Pack Cuttlefish & Pork,Rice
123539,Executive Pack Chicken & Pork,Rice
123541,Executive Pack Cuttlefish & Chicken,Rice
123543,Executive Pack Fish & Beef,Rice
123544,Executive Pack Fish & Chicken,Rice
123545,Executive Pack Fish & Pork,Rice
123546,Executive Pack Pork & Beef,Rice
123553,Executive Pack Vegetable Chopsuey & Kangkung,Rice
126994,Chocodilla,Desserts
126995,Mexican & Fajita Chicken Griller,Wrap
126996,Fajita Chicken Classic Burrito,Wrap
126997,Mexican Chicken Sriracha Melt Burrito,Wrap
126998,Fajita Chicken Crunchy Taco,Wrap
126999,Mexican Chicken Chalupa,Wrap
127000,Crispy Chicken Sriracha Melt Burrito,Wrap
127001,Fajita Chicken Chalupa,Wrap
127002,Naked Chicken Taco,Wrap
127003,Pinto Bean Crunchy Taco,Wrap
127004,Double Chocolate Ice Cream Shake,Shakes
127005,Mexican & Beef Griller,Wrap
127006,Mexican Chicken Classic Burrito,Wrap
127007,Mexican Chicken Soft Taco,Wrap
127008,Cinnamon Twist,Desserts
127009,Mexican Chicken Crunchy Taco,Wrap
127010,Double Beef Griller,Wrap
127011,Mexican Chicken Quesadilla,Wrap
127012,Crispy Chicken Chalupa,Wrap
127013,Beef Chalupa,Wrap
127014,Beef Crunchy Taco,Wrap
127015,Nachos Fries,Bites
127016,Beef Classic Burrito,Wrap
127017,Vanilla Ice Cream Shake,Shakes
127018,Beef Soft Taco,Wrap
127019,Fajita Chicken Quesadilla,Wrap
127021,Pinto Bean Chalupa,Wrap
127022,Cheesy Nachos,Bites
127023,Beef Quesadilla,Wrap
127024,Mexican & Crispy Chicken Griller,Wrap
127025,Fajita Chicken Sriracha Melt Burrito,Wrap
127026,Pinto Bean Sriracha Melt Burrito,Wrap
127027,Beef Bell Rice Bowl,Rice
127028,Strawberry Ice Cream Shake,Shakes
127029,Cheese & Onion Quesadilla,Wrap
127032,Crispy Chicken Classic Burrito,Wrap
127033,Pinto Bean Soft Taco,Wrap
127034,Beef Sriracha Melt Burrito,Wrap
127035,Pinto Bean Classic Burrito,Wrap
127036,Passion,Fruit Juice
127037,Double Chicken Bell Rice Bowl,Rice
127038,Crispy Chicken Bell Rice Bowl,Rice
127039,Crispy Chicken Soft Taco,Wrap
127040,Crispy Chicken Crunchy Taco,Wrap
127041,Nachos with Salsa,Bites
127042,Fajita Chicken Soft Taco,Wrap
128755,Chicken Kottu Rice,Kottu
129378,Avacado Maki,Sushi
129668,Chocolate Melt Lava Cake,Cakes
129698,Chocolate Melt Lava Cake,Desserts
133278,Red Rice & Curry - Fried Beef,Rice
133643,KFC Roast Chicken Burger,Burger
134645,Tartlettes with Ganache,Desserts
134647,Chicken Ham Quiche,Short eats
134648,Quiche Lorraine,Short eats
134664,Vienna Baguette Cheddar Cheese,Bread
134665,Vienna Baguette Chicken Mayo,Bread
134666,Vienna Baguette Chicken Tandoori,Bread
134667,Vienna Baguette Oven Roast Spicy Chicken,Bread
134668,Vienna Baguette Roast Pepper Beef,Bread
134669,Vienna Baguette Smoked Salmon,Bread
134678,Cereal Baguette Chicken Tandoori,Bread
134689,Baguette Cheddar Cheese,Bread
137101,Sliced Bread,Bread
138235,Vegetable Pacora (6 Pacoras),Street Food
138246,Cheese & Tomato,Pizza
138248,Beef Devil,Stir Fry
138249,Onion Devil,Stir Fry
138251,Beef Fry,Kottu
138474,Belgium Bliss Shake - 300ml,Shakes
138475,Cheeky Coffee,Ice Cream
138640,Oriental Soup (Chicken),Soup
138840,Chicken Pie (2),Short eats
138842,Fish Puff (2),Short eats
138847,Chicken Puff (2),Short eats
138850,Lime Juice (2),Fruit Juice
138998,Chocolate Doughnut (2),Desserts
139016,Mandarine Juice (2),Fruit Juice
139628,Caramel  Macchiato,Coffee
139631,Ceylon Supreme Tea,Tea
139638,Tiramisu Iced Latte,Coffee
139646,Vanilla Cake,Cakes
139654,Green Tea,Tea
139663,Spicy Polos & Cheese Sandwich,Sandwiches
139664,Spicy Fish Sandwich,Sandwiches
139669,Tuna & Cucumber Croissant,Bites
139685,Chocolate muffin,Desserts
139691,Chocolate Croissant,Bread
139692,Lavazza Coffee Qualita Rossa 250g,Coffee
139693,Lavazza Coffee Qualita Ora 250g,Coffee
139697,Espresso Doppio,Coffee
139843,Peanut Butter,Condiments
139853,Lime & Mint,Fruit Juice
139869,Rice with Chicken Tikka & Cashew,Rice
139870,Teriyaki Meatball,Rice
139871,Lemongrass Chicken,Rice
139872,Spicy Chicken Linguine,Pasta
139894,Blueberry Danish,Desserts
140318,Fish Buns (Pack Of 4),Short eats
140360,Chocolate Eclairs (Pack Of 4),Desserts
140365,Cream Buns (Pack Of 4),Short eats
140490,Grapes with Passion,Fruit Juice
140491,Grapes with Pineapple,Fruit Juice
140493,Grapes with Pomegranate,Fruit Juice
140495,Banana Date,Shakes
140503,Lemon with Orange,Fruit Juice
140505,Lemon with Passion,Fruit Juice
140511,Lemon with Pineapple,Fruit Juice
140514,Lemon with Grapes,Fruit Juice
140521,Lime with Ginger,Fruit Juice
140938,Creamy Chicken Lasagna,Pasta
141163,Belgium Bliss Shake - 500ml,Shakes
141164,Mango Berry Magic 500ml,Shakes
141188,Cheeky Coffee,Coffee
141189,Strawberry Smoothie - 300ml,Shakes
141233,Ribbon Frappe - 300ml,Coffee
141250,Banana Caramel - Regular - Medium Happiness Scoop (62g),Ice Cream
141251,Banana N Strawberry - Regular - Medium Happiness Scoop (62g),Ice Cream
141252,Chocolate  - Regular - Medium Happiness Scoop (62g),Ice Cream
141253,Coffee  - Regular - Medium Happiness Scoop (62g),Ice Cream
141254,Very Berry Strawberry - Regular - Medium Happiness Scoop (62g),Ice Cream
141255,Bavarian Chocolate - Premium - Medium Happiness Scoop (62g),Ice Cream
141256,Chocolate Almond Parline - Premium - Medium Happiness Scoop (62g),Ice Cream
141257,Malted Chocolate Fudge - Premium - Medium Happiness Scoop (62g),Ice Cream
141258,Banana N Strawberry - Regular - Large Happiness Scoop (95g),Ice Cream
141259,Chocolate - Regular - Large Happiness Scoop (95g),Ice Cream
141260,Coffee - Regular - Large Happiness Scoop (95g),Ice Cream
141261,Chocolate Almond Parline - Premium - Large Happiness Scoop (95g),Ice Cream
141262,Malted Chocolate Fudge - Premium - Large Happiness Scoop (95g),Ice Cream
141263,Chocolate - Regular - Family Packs (500ml),Ice Cream
141264,Malted Chocolate Fudge - Premium - Family Packs (500ml),Ice Cream
141265,Banana Caramel - Regular - Party Packs (1000ml/525G),Ice Cream
141268,Cheeky Coffee,Shakes
141270,Chocolate Chip Mousse - Premium - Large Happiness Scoop (95g),Ice Cream
142436,Almond Tart,Short eats
142450,Coconut Fudge (14) Pkt,Cakes
142451,Pineapple Fudge (14) Pkt,Cakes
142452,Raisin Fudge (14) Pkt,Cakes
142453,Vanilla Fudge (14) Pkt,Cakes
142466,Fish Sandwich (Dbl),Sandwiches
142538,Nut & Fudge Slice,Desserts
142572,Fish Stuffed Chillie,Fast Food
142733,Nut & Fudge Gateau 1.5Lb,Desserts
142737,Choco Cake Slice,Desserts
142739,Butter Cake Slice,Desserts
142748,Choco Pyramid Slice,Desserts
142824,Double Chocolate Chip Muffin,Cakes
143018,Chocolate Eclair,Short eats
143191,Chocolate Fudge (12) Pkt,Cakes
143338,Chicken Rice Bowl,Rice
143712,Twist Burger,Burger
143715,Chicken Steak Burger,Burger
143716,Triple Hut Burger,Burger
143717,Double Patty Burger,Burger
143720,Jr. Burger,Burger
143721,Big Roast Burger,Burger
143730,Beef Kebab,Bites
143734,Tandoori Burger,Burger
143735,Supreme Beef Burger,Burger
143737,Crispy Wrap,Wrap
143740,Fillet,Bites
143744,Crown Beef Burger,Burger
143745,Shredded Beef Burger,Burger
143749,Sausage & Egg Burger,Burger
143750,Egg With Chicken Bacon Burger,Burger
143751,Omelette with Authentic Spicy Cheese Burger,Burger
143752,Morning Blast Chicken Burger,Burger
144139,Veg Chili Cheese Burger Large Meal,Burger
144149,Chilli Chicken Cheese Sticks 5pcs,Bites
144154,Double Sausage Burger,Burger
144275,Big King Fish Regular Meal,Burger
144277,BK Rice Chicken,Burger
144278,BK Rice Chicken Meal,Burger
144281,Bk Rice Veg Meal,Rice
144287,Snack Pack for One,Burger
144304,Double Beef Cheese Burger,Burger
144305,Double Beef Cheese Burger Regular Meal,Burger
144306,Double Beef Cheese Burger Large Meal,Burger
144317,Spicy Crispy Chicken,Fast Food
144318,Spicy Crispy Chicken Regular Meal,Fast Food
